"gene","ensg","cohen","pvalue","fold_change","ma","sa","mb","sb"
"RPS4XP22","ENSG00000239830","1.88","0","1.203883495145631","0.24","0.14","0.03","0.08"
"SIRPAP1","ENSG00000225774","1.59","0","1.4160583941605838","0.94","0.39","0.37","0.35"
"AC025458.1","ENSG00000249774","1.45","0.3736777777777778","1.02","0.02","0.02","0","0.01"
"AC109587.1","ENSG00000244513","1.34","0.3736777777777778","1.0999999999999999","0.65","0.1","0.5","0.13"
"CEACAMP9","ENSG00000230529","1.29","0.3736777777777778","1.0388349514563107","0.07","0.04","0.03","0.03"
"GYG2P1","ENSG00000206159","1.26","0.3736777777777778","1.128440366972477","0.23","0.13","0.09","0.1"
"SIRPB1","ENSG00000101307","1.25","0.3736777777777778","1.152542372881356","0.36","0.16","0.18","0.14"
"AP000873.3","ENSG00000254551","1.24","0.3736777777777778","1.02","0.02","0.02","0","0.01"
"NLGN4Y","ENSG00000165246","1.23","0.3736777777777778","1.8240146654445462","18.9","3.7","9.91","8.95"
"MTATP8P2","ENSG00000229604","1.21","0.38370939597315434","1.205607476635514","0.29","0.27","0.07","0.05"
"LMO7-AS1","ENSG00000261105","1.2","0.3736777777777778","2.3565217391304345","7.13","4.82","2.45","3.82"
"ZFY","ENSG00000067646","1.19","0.3736777777777778","1.7552845528455283","20.59","3.06","11.3","9.84"
"AC090197.1","ENSG00000253837","1.18","0.3736777777777778","1.1136363636363635","0.47","0.15","0.32","0.11"
"LINC01449","ENSG00000224017","1.18","0.38370939597315434","1.0297029702970297","0.04","0.04","0.01","0.01"
"RASL11B","ENSG00000128045","1.18","0.3736777777777778","1.4878048780487803","1.44","0.96","0.64","0.28"
"TXLNGY","ENSG00000131002","1.17","0.3736777777777778","1.7318309859154928","29.74","3.59","16.75","14.34"
"SOX9","ENSG00000125398","1.16","0.3736777777777778","1.763274336283186","6.97","4.3","3.52","1.69"
"USP9Y","ENSG00000114374","1.16","0.3736777777777778","1.7504481893151667","47.82","6.99","26.89","23.16"
"AC104653.2","ENSG00000244063","1.15","0.3736777777777778","1.0476190476190477","0.1","0.05","0.05","0.05"
"CYP2B7P","ENSG00000256612","1.15","0.3736777777777778","1.1382113821138211","0.4","0.2","0.23","0.11"
"DDX3Y","ENSG00000067048","1.15","0.3736777777777778","1.7086285952480202","80.98","17.45","46.98","43.11"
"B4GALT1","ENSG00000086062","1.13","0.3736777777777778","1.2462286586448017","350.1","67.05","280.73","64.28"
"CNST","ENSG00000162852","1.11","0.3736777777777778","1.2011531069827035","74","12.47","61.44","10.66"
"FAM171B","ENSG00000144369","1.11","0.3736777777777778","1.3515731874145007","28.64","8.35","20.93","5.12"
"UTY","ENSG00000183878","1.11","0.3736777777777778","1.5737483085250341","10.63","1.09","6.39","5.46"
"KDM5D","ENSG00000012817","1.1","0.3736777777777778","1.604780196329492","36.6","5.12","22.43","19.29"
"PRKY","ENSG00000099725","1.1","0.3736777777777778","1.570754716981132","18.98","2.51","11.72","10.5"
"GRAMD2B","ENSG00000155324","1.09","0.3736777777777778","1.434903413601482","107.45","36.14","74.58","21.22"
"RPS4Y1","ENSG00000129824","1.09","0.3736777777777778","1.583716042655873","202.46","44.86","127.47","111.84"
"NEXN","ENSG00000162614","1.08","0.3736777777777778","1.211520737327189","51.58","7.97","42.4","8.81"
"AP000350.6","ENSG00000273295","1.06","0.3736777777777778","1.3503649635036497","0.85","0.47","0.37","0.43"
"MIR3619","ENSG00000266533","1.06","0.4203875","1.00990099009901","0.02","0.02","0.01","0.01"
"RAI14","ENSG00000039560","1.06","0.3736777777777778","1.2178401817055544","175.94","31.83","144.29","26.98"
"SLC30A1","ENSG00000170385","1.06","0.4124556603773584","1.2752674437170686","78.87","21.24","61.63","10.35"
"ZSWIM2","ENSG00000163012","1.06","0.3855783439490446","1.0373831775700935","0.11","0.05","0.07","0.04"
"OSBPL8","ENSG00000091039","1.05","0.3762909090909091","1.2476183496995457","169.25","34.37","135.46","30.12"
"SLC48A1","ENSG00000211584","1.05","0.38370939597315434","1.1560830860534124","18.48","2.78","15.85","2.31"
"AC091799.1","ENSG00000224172","1.04","0.4401093827160494","1.02","0.02","0.03","0","0.01"
"EIF1AY","ENSG00000198692","1.04","0.3736777777777778","1.4980506822612085","14.37","2.4","9.26","7.92"
"MTND4P24","ENSG00000232177","1.04","0.4203875","1.0761904761904761","0.13","0.11","0.05","0.05"
"RNY1P12","ENSG00000201121","1.03","0.4203875","1.00990099009901","0.02","0.02","0.01","0.01"
"ZNF350-AS1","ENSG00000269235","1.03","0.4203875","1.0576923076923077","0.1","0.07","0.04","0.04"
"AP003499.1","ENSG00000199875","1.02","0.4401093827160494","1.0198019801980198","0.03","0.03","0.01","0.01"
"ARF4","ENSG00000168374","1.02","0.3736777777777778","1.0935844885552435","473.9","33.51","433.26","42.88"
"PAWR","ENSG00000177425","1.02","0.3736777777777778","1.1802344513187886","71.49","9.21","60.42","12.17"
"RNA5SP155","ENSG00000223086","1.02","0.4203875","1.0196078431372548","0.04","0.03","0.02","0.02"
"TIMP3","ENSG00000100234","1.02","0.4124556603773584","1.7341816549285893","1235.09","608.63","711.78","348.9"
"XGY1","ENSG00000227447","1.02","0.3855783439490446","1.3586206896551725","0.97","0.59","0.45","0.48"
"GPR176","ENSG00000166073","1.01","0.40421875","1.1457954935938344","232.41","32.34","202.71","26.39"
"RFLNB","ENSG00000183688","1.01","0.40421875","1.2973000100371375","128.25","32.82","98.63","22.82"
"AC093791.1","ENSG00000250038","0.99","0.440160327198364","1.330275229357798","0.45","0.54","0.09","0.14"
"AC243772.2","ENSG00000233030","0.99","0.4401093827160494","1.0392156862745099","0.06","0.05","0.02","0.02"
"MAP4K5","ENSG00000012983","0.99","0.3855783439490446","1.0914014895057549","111.84","7.31","102.39","10.97"
"PHACTR2","ENSG00000112419","0.99","0.4203875","1.2901634289238362","82.68","21.93","63.86","15.08"
"AC010889.1","ENSG00000260197","0.98","0.3865632183908046","1.1716417910447758","0.57","0.13","0.34","0.31"
"AL357568.1","ENSG00000271917","0.98","0.440160327198364","1.02","0.02","0.02","0","0.01"
"BVES","ENSG00000112276","0.98","0.38941157894736844","1.1602188354826104","28.69","3.45","24.59","4.54"
"SKIL","ENSG00000136603","0.98","0.3995762376237624","1.2069997697444164","51.42","8.68","42.43","9.76"
"SUGCT","ENSG00000175600","0.97","0.4401093827160494","1.470414201183432","8.94","4.99","5.76","1.71"
"AC009977.1","ENSG00000267793","0.96","0.4203875","1.0818181818181818","0.19","0.09","0.1","0.1"
"CXCR5","ENSG00000160683","0.96","0.4401093827160494","1.0297029702970297","0.04","0.04","0.01","0.02"
"H4C8","ENSG00000158406","0.96","0.4218125423728814","1.233009708737864","1.54","0.58","1.06","0.48"
"PCDHGA10","ENSG00000253846","0.96","0.4353527508090615","1.5174927113702623","9.41","4.55","5.86","2.45"
"PTPN21","ENSG00000070778","0.96","0.4203875","1.1223518209950012","46.15","5.58","41.01","4.99"
"RNF217","ENSG00000146373","0.96","0.4203875","1.17280163599182","21.94","3.65","18.56","3.76"
"AC067852.3","ENSG00000267632","0.95","0.4203875","1.1203007518796992","0.49","0.17","0.33","0.16"
"LINC00370","ENSG00000223617","0.95","0.440160327198364","1.1057692307692306","0.15","0.16","0.04","0.07"
"NR2F1-AS1","ENSG00000237187","0.95","0.4203875","1.2214611872146117","9.7","2.16","7.76","2.04"
"PDE4B","ENSG00000184588","0.95","0.4353527508090615","1.6044142614601018","55.7","26.9","34.34","17.98"
"UFM1","ENSG00000120686","0.95","0.40421875","1.1088071592273272","100.6","6.38","90.63","12.12"
"BMPR2","ENSG00000204217","0.94","0.4218125423728814","1.1694426937967046","128.89","21.29","110.07","20.23"
"BNIP2","ENSG00000140299","0.94","0.4203875","1.0910765687967763","93.76","7.22","85.85","9.1"
"GOLPH3","ENSG00000113384","0.94","0.4203875","1.1169929340901195","95.43","8.5","85.33","10.43"
"RAP2C-AS1","ENSG00000232160","0.94","0.4378","1.1289198606271778","2.24","0.41","1.87","0.36"
"RBMS2P1","ENSG00000213250","0.94","0.4401093827160494","1.1363636363636362","0.75","0.26","0.54","0.18"
"SIRPG","ENSG00000089012","0.94","0.440160327198364","1.0776699029126213","0.11","0.1","0.03","0.06"
"TTTY14","ENSG00000176728","0.94","0.4167944444444444","1.2976744186046512","1.79","0.43","1.15","1.01"
"XIRP1","ENSG00000168334","0.94","0.46037795823665895","1.0594059405940595","0.07","0.1","0.01","0.02"
"ZFAND5","ENSG00000107372","0.94","0.4203875","1.200280042006301","239.02","44.09","198.97","55.75"
"AC004854.1","ENSG00000230160","0.93","0.440160327198364","1.0198019801980198","0.03","0.02","0.01","0.01"
"AC008745.1","ENSG00000271150","0.93","0.440160327198364","1.0294117647058825","0.05","0.03","0.02","0.02"
"AL008721.2","ENSG00000272977","0.93","0.4328742574257426","1.2510288065843622","2.04","0.67","1.43","0.58"
"ANKRD20A11P","ENSG00000215559","0.93","0.45682470892626137","1.01","0.01","0.02","0","0.01"
"AP005131.6","ENSG00000267702","0.93","0.440160327198364","1.1018518518518516","0.19","0.15","0.08","0.08"
"ISLR2","ENSG00000167178","0.93","0.440160327198364","1.0388349514563107","0.07","0.06","0.03","0.03"
"KF459542.1","ENSG00000231880","0.93","0.440160327198364","1.0566037735849056","0.12","0.08","0.06","0.05"
"MTMR10","ENSG00000166912","0.93","0.4218125423728814","1.2049311559398015","36.63","7.97","30.23","7.75"
"MTX1P1","ENSG00000236675","0.93","0.440160327198364","1.0485436893203883","0.08","0.06","0.03","0.03"
"NBEAP1","ENSG00000258590","0.93","0.44872823033707865","1.0588235294117647","0.08","0.09","0.02","0.03"
"TSC22D1","ENSG00000102804","0.93","0.4401093827160494","1.2676657736101808","150.41","38.96","118.44","27.18"
"AF127577.4","ENSG00000235609","0.92","0.4378","1.1951710261569415","4.94","1.17","3.97","0.91"
"ANXA13","ENSG00000104537","0.92","0.45788685446009386","1.02","0.02","0.02","0","0.01"
"EOGT","ENSG00000163378","0.92","0.4218125423728814","1.1690612084235386","58.4","8.36","49.81","12.95"
"RIMS1","ENSG00000079841","0.92","0.4401093827160494","2.3718749999999997","14.18","16.52","5.4","5.08"
"RPL26P19","ENSG00000226221","0.92","0.4378","1.0878378378378377","0.61","0.16","0.48","0.15"
"RPL7AP49","ENSG00000184961","0.92","0.47189047120418853","1.06","0.06","0.11","0","0.01"
"TP53INP2","ENSG00000078804","0.92","0.440160327198364","1.3541589648798522","35.63","13.01","26.05","6.71"
"WASL","ENSG00000106299","0.92","0.4203875","1.1101756954612005","59.66","5.2","53.64","7.35"
"AL138752.1","ENSG00000232454","0.91","0.4455388888888888","1.029126213592233","0.06","0.04","0.03","0.02"
"CYP2E1","ENSG00000130649","0.91","0.4401093827160494","1.208955223880597","1.43","0.53","1.01","0.4"
"MAP3K7","ENSG00000135341","0.91","0.4328742574257426","1.0800341782967815","74.84","5.02","69.22","6.25"
"PCDHGA9","ENSG00000261934","0.91","0.4401093827160494","1.2133891213389123","1.9","0.66","1.39","0.56"
"SETP17","ENSG00000255222","0.91","0.45682470892626137","1.00990099009901","0.02","0.02","0.01","0.01"
"ZDHHC21","ENSG00000175893","0.91","0.4328742574257426","1.1056451612903226","26.42","2.07","23.8","3.62"
"AC108751.4","ENSG00000243885","0.9","0.47189047120418853","1.01","0.01","0.02","0","0.01"
"C9orf153","ENSG00000187753","0.9","0.4433177272727273","1.029126213592233","0.06","0.04","0.03","0.03"
"MIR181B2","ENSG00000207737","0.9","0.46037795823665895","1.02","0.02","0.02","0","0.01"
"NEK7","ENSG00000151414","0.9","0.4378","1.2637315359242793","1056.44","237.71","835.76","264.58"
"PATJ","ENSG00000132849","0.9","0.4401093827160494","1.1576506955177743","13.98","2.6","11.94","2.2"
"RN7SL368P","ENSG00000239948","0.9","0.4606473273942093","1.0776699029126213","0.11","0.11","0.03","0.04"
"RNF11","ENSG00000123091","0.9","0.4353527508090615","1.1399166059964259","171.23","17.11","150.09","25.23"
"CEP85L","ENSG00000111860","0.89","0.4378","1.1504157218442932","14.22","2.18","12.23","2.2"
"DDAH1","ENSG00000153904","0.89","0.4401093827160494","1.2005546140810353","388.64","75.16","323.55","72.37"
"ITGBL1","ENSG00000198542","0.89","0.440160327198364","1.3159809183064999","219.69","72.96","166.7","50.5"
"LRGUK","ENSG00000155530","0.89","0.44381085043988266","1.0727272727272725","0.18","0.1","0.1","0.07"
"PAGE5","ENSG00000158639","0.89","0.47189047120418853","1.0594059405940595","0.07","0.11","0.01","0.02"
"RPL7AP31","ENSG00000242083","0.89","0.440160327198364","1.0285714285714287","0.08","0.05","0.05","0.03"
"TANC1","ENSG00000115183","0.89","0.440160327198364","1.22081139671725","77.84","18.12","63.58","13.24"
"AC104306.1","ENSG00000213849","0.88","0.4739400477707006","1.01","0.01","0.02","0","0"
"AC244505.1","ENSG00000196395","0.88","0.47189047120418853","1.01","0.01","0.02","0","0.01"
"ANGPT4","ENSG00000101280","0.88","0.47189047120418853","1.0198019801980198","0.03","0.04","0.01","0.02"
"FTH1P7","ENSG00000232187","0.88","0.440160327198364","1.2727272727272727","1.38","0.66","0.87","0.54"
"LBH","ENSG00000213626","0.88","0.4401093827160494","1.3967878275570584","81.62","28.38","58.15","27.81"
"NKX3-1","ENSG00000167034","0.88","0.440160327198364","1.203814064362336","9.1","2.13","7.39","1.79"
"PARVA","ENSG00000197702","0.88","0.4378","1.0906431787557105","330.85","24.2","303.27","35.09"
"UBE2H","ENSG00000186591","0.88","0.4378","1.0851689927694637","128.07","8.41","117.94","13.39"
"AC025034.1","ENSG00000258302","0.87","0.47189047120418853","1.0485436893203883","0.08","0.07","0.03","0.03"
"AC121757.1","ENSG00000257829","0.87","0.440160327198364","1.0916666666666668","0.31","0.12","0.2","0.14"
"CACNG4","ENSG00000075461","0.87","0.47189047120418853","1.259259259259259","0.36","0.46","0.08","0.12"
"NAV3","ENSG00000067798","0.87","0.440160327198364","1.3665091553455406","45.27","15.2","32.86","16.78"
"PLEKHA3","ENSG00000116095","0.87","0.4401093827160494","1.1165391406709828","17.97","1.79","15.99","2.42"
"ULBP1","ENSG00000111981","0.87","0.4401093827160494","1.3835504885993488","15.99","5.63","11.28","6.34"
"AL008718.3","ENSG00000273353","0.86","0.4606473273942093","1.0566037735849056","0.12","0.09","0.06","0.05"
"AL158198.1","ENSG00000227803","0.86","0.47625107382550336","1.01","0.01","0.01","0","0"
"FNDC3B","ENSG00000075420","0.86","0.440160327198364","1.1297988118416455","225.31","28.92","199.31","29.01"
"HIGD2B","ENSG00000175202","0.86","0.47189047120418853","1.02","0.02","0.02","0","0.01"
"INHBA-AS1","ENSG00000224116","0.86","0.4458834978843441","1.0840336134453783","0.29","0.13","0.19","0.11"
"MIR100HG","ENSG00000255248","0.86","0.44114737654320996","1.1381065088757396","191.34","29.86","168","23.93"
"SNORD114-17","ENSG00000201569","0.86","0.47625107382550336","1.01","0.01","0.01","0","0"
"TDGP1","ENSG00000255725","0.86","0.45682470892626137","1.0196078431372548","0.04","0.03","0.02","0.02"
"AL049775.1","ENSG00000205562","0.85","0.440160327198364","1.1123595505617976","1.97","0.35","1.67","0.38"
"CSNK1G3","ENSG00000151292","0.85","0.440160327198364","1.0854846566000973","43.57","3.69","40.06","4.47"
"DENND5B","ENSG00000170456","0.85","0.440160327198364","1.1715228147333698","20.31","3.09","17.19","5.69"
"FCHO2","ENSG00000157107","0.85","0.440160327198364","1.0953451043338684","33.12","3.32","30.15","3.65"
"MRVI1","ENSG00000072952","0.85","0.45616515957446807","1.4967801287948483","64.08","29.58","42.48","17.08"
"PPIAP63","ENSG00000231570","0.85","0.4795044921875","1.01","0.01","0.01","0","0"
"SOWAHC","ENSG00000198142","0.85","0.45616515957446807","1.257060794638583","25.26","7.33","19.89","5.41"
"AC022816.1","ENSG00000230647","0.84","0.4606473273942093","1.00990099009901","0.02","0.02","0.01","0.02"
"AC034223.2","ENSG00000251281","0.84","0.4739400477707006","1.2181818181818183","0.34","0.39","0.1","0.13"
"AL159169.2","ENSG00000272871","0.84","0.45682470892626137","1.0703125","0.37","0.12","0.28","0.1"
"CDC42SE1","ENSG00000197622","0.84","0.440160327198364","1.1021927587965323","107.07","11.22","97.05","13"
"CFLAR","ENSG00000003402","0.84","0.45682470892626137","1.136218755242409","66.73","10.52","58.61","8.72"
"EFR3A","ENSG00000132294","0.84","0.440160327198364","1.1134858771268124","131.85","14.52","118.31","17.06"
"ESRG","ENSG00000265992","0.84","0.4759103773584906","1.02","0.02","0.03","0","0.01"
"GREM1","ENSG00000166923","0.84","0.4511475609756098","1.2238626135586304","5098.04","1152.06","4165.35","982.7"
"IFFO2","ENSG00000169991","0.84","0.45682470892626137","1.2532561505065123","24.98","7.21","19.73","5.29"
"RAB5A","ENSG00000144566","0.84","0.440160327198364","1.0738168308835407","65.48","3.7","60.91","5.83"
"RNU6-118P","ENSG00000252361","0.84","0.4511475609756098","1.028301886792453","0.09","0.04","0.06","0.04"
"GLS","ENSG00000115419","0.83","0.440160327198364","1.2167021575796537","604.65","128.69","496.78","149.77"
"GRIA3","ENSG00000125675","0.83","0.440160327198364","1.2412602503236945","56.52","10.99","45.34","18.04"
"WDR26","ENSG00000162923","0.83","0.44381085043988266","1.086515469893486","148.95","13.37","137.01","15.27"
"AC002347.2","ENSG00000263388","0.82","0.47189047120418853","1.01","0.01","0.01","0","0.01"
"AC091167.1","ENSG00000228998","0.82","0.4606473273942093","1.1473087818696883","7.1","1.37","6.06","1.03"
"ACTG1P16","ENSG00000260298","0.82","0.47625107382550336","1.01","0.01","0.02","0","0.01"
"LINC01426","ENSG00000234380","0.82","0.47189047120418853","1.3971119133574008","2.87","1.45","1.77","0.85"
"RCC2P7","ENSG00000220666","0.82","0.47189047120418853","1.00990099009901","0.02","0.02","0.01","0.01"
"WASHC4","ENSG00000136051","0.82","0.44963683492496587","1.0889049139796025","104.7","9.55","96.07","11.37"
"ARHGAP5","ENSG00000100852","0.81","0.44963683492496587","1.1627539741025372","109.45","17.15","93.99","21.44"
"FZD6","ENSG00000164930","0.81","0.4511475609756098","1.1697476723788962","85.69","13.9","73.11","15.99"
"MIF-AS1","ENSG00000218537","0.81","0.46037795823665895","1.1818181818181819","0.56","0.3","0.32","0.29"
"MIR302CHG","ENSG00000249532","0.81","0.482387969924812","1.01","0.01","0.02","0","0"
"PEAK1","ENSG00000173517","0.81","0.44872823033707865","1.1490133567855767","208.04","27.58","180.93","37.03"
"RAB21","ENSG00000080371","0.81","0.45682470892626137","1.1136909527622099","54.64","6.33","48.96","7.76"
"RPEP3","ENSG00000230833","0.81","0.4739400477707006","1.01","0.01","0.01","0","0.01"
"SH3GLB1","ENSG00000097033","0.81","0.44381085043988266","1.079574503174734","129.92","7.49","120.27","13.57"
"TRIM73","ENSG00000178809","0.81","0.47189047120418853","1.0377358490566038","0.1","0.07","0.06","0.05"
"TRIQK","ENSG00000205133","0.81","0.44872823033707865","1.1029612756264238","23.21","2.29","20.95","2.81"
"ZMAT3","ENSG00000172667","0.81","0.4596760514018692","1.2309657017757236","100.21","25.89","81.22","21.08"
"AC108693.1","ENSG00000239280","0.8","0.47189047120418853","1.0471698113207548","0.11","0.07","0.06","0.06"
"AL512604.1","ENSG00000200502","0.8","0.47189047120418853","1.0196078431372548","0.04","0.03","0.02","0.03"
"ARHGAP32","ENSG00000134909","0.8","0.4606473273942093","1.1451033243486073","24.49","4.21","21.26","3.78"
"CCSER2","ENSG00000107771","0.8","0.45682470892626137","1.1193597560975612","72.43","8.92","64.6","9.67"
"CHRM4","ENSG00000180720","0.8","0.482387969924812","1.029126213592233","0.06","0.06","0.03","0.02"
"LINC01106","ENSG00000175772","0.8","0.47189047120418853","1.0648148148148147","0.15","0.09","0.08","0.08"
"LRRD1","ENSG00000240720","0.8","0.47189047120418853","1.0380952380952382","0.09","0.05","0.05","0.04"
"LY6D","ENSG00000167656","0.8","0.48342192784667415","1.01","0.01","0.01","0","0"
"MRAS","ENSG00000158186","0.8","0.4606473273942093","1.1801812688821751","96.66","21.16","81.75","15.79"
"NPIPB6","ENSG00000198156","0.8","0.4795044921875","1.0198019801980198","0.03","0.03","0.01","0.01"
"PLK5","ENSG00000185988","0.8","0.4739400477707006","1.1926605504587156","0.3","0.36","0.09","0.21"
"RCOR3","ENSG00000117625","0.8","0.47189047120418853","1.1313802476593176","36.46","6.01","32.11","4.62"
"SLC7A6","ENSG00000103064","0.8","0.47133013698630133","1.0945397815912636","69.16","7.52","63.1","7.25"
"SMIM13","ENSG00000224531","0.8","0.4606473273942093","1.136923076923077","13.78","2.29","12","2.04"
"WNT5A","ENSG00000114251","0.8","0.47189047120418853","1.4077732793522268","172.86","79.04","122.5","43.37"
"AC008750.3","ENSG00000267905","0.79","0.4739400477707006","1.0384615384615385","0.08","0.06","0.04","0.04"
"AC018653.3","ENSG00000256967","0.79","0.47625107382550336","1.01","0.01","0.01","0","0.01"
"AC036222.3","ENSG00000264451","0.79","0.49642113895216394","1.01","0.01","0.02","0","0"
"AC093809.1","ENSG00000249780","0.79","0.48497771368641845","1.02","0.02","0.02","0","0.01"
"AC114316.1","ENSG00000250049","0.79","0.4795044921875","1.0297029702970297","0.04","0.05","0.01","0.02"
"AL589739.1","ENSG00000272161","0.79","0.494059565422768","1.01","0.01","0.02","0","0"
"ARHGAP21","ENSG00000107863","0.79","0.4626486772486772","1.1025088318064786","183.13","20.33","166.01","23.39"
"FBLIM1","ENSG00000162458","0.79","0.47189047120418853","1.1641278695558892","107.52","21.33","92.22","15.25"
"FBXL17","ENSG00000145743","0.79","0.46037795823665895","1.1145146088595665","22.65","2.67","20.22","3.43"
"FRG1BP","ENSG00000149531","0.79","0.45616515957446807","1.215","8.72","1.66","7","2.57"
"GMFB","ENSG00000197045","0.79","0.46037795823665895","1.1105847635318786","142.01","16.18","127.77","17.28"
"MAGI1","ENSG00000151276","0.79","0.47189047120418853","1.2590529247910862","57.76","19.74","45.67","10.19"
"MYHAS","ENSG00000272975","0.79","0.46037795823665895","1.1749999999999998","0.88","0.32","0.6","0.42"
"NSFP1","ENSG00000260075","0.79","0.47189047120418853","1.126984126984127","0.42","0.21","0.26","0.21"
"RAC1P3","ENSG00000231404","0.79","0.4795044921875","1.0198019801980198","0.03","0.03","0.01","0.02"
"RNU1-16P","ENSG00000202347","0.79","0.47189047120418853","1.0196078431372548","0.04","0.03","0.02","0.03"
"SNORD89","ENSG00000212283","0.79","0.47189047120418853","1.029126213592233","0.06","0.03","0.03","0.03"
"SYN3","ENSG00000185666","0.79","0.4795044921875","1.0733944954128438","0.17","0.12","0.09","0.06"
"AC003102.1","ENSG00000260793","0.78","0.47189047120418853","1.1010101010101008","1.18","0.27","0.98","0.25"
"AC087362.2","ENSG00000255487","0.78","0.4739400477707006","1.0192307692307692","0.06","0.04","0.04","0.03"
"AC095041.1","ENSG00000241877","0.78","0.5000614735907679","1.01","0.01","0.02","0","0"
"AFF2","ENSG00000155966","0.78","0.47189047120418853","1.4104477611940296","14.12","6.81","9.72","4.38"
"AL121578.2","ENSG00000259977","0.78","0.5000614735907679","1.01","0.01","0.02","0","0"
"FTH1P16","ENSG00000227376","0.78","0.47189047120418853","1.251101321585903","1.84","0.87","1.27","0.68"
"HMGB3P9","ENSG00000229992","0.78","0.4795044921875","1.02","0.02","0.02","0","0.01"
"KCNF1","ENSG00000162975","0.78","0.48044285714285717","1.0571428571428572","0.11","0.11","0.05","0.05"
"MIR4435-1","ENSG00000265507","0.78","0.48318198403648804","1.02","0.02","0.03","0","0.01"
"MYLK","ENSG00000065534","0.78","0.47189047120418853","1.2217235188509874","434.52","102.85","355.48","109.45"
"MYO16-AS1","ENSG00000236242","0.78","0.48962779411764706","1.01","0.01","0.02","0","0.01"
"OR1L8","ENSG00000171496","0.78","0.4909277885548012","1.0297029702970297","0.04","0.06","0.01","0.02"
"RBMS3","ENSG00000144642","0.78","0.47189047120418853","1.1138871538621695","52.5","7.38","47.03","6.55"
"RC3H2","ENSG00000056586","0.78","0.45788685446009386","1.0834825061025224","65.58","4.89","60.45","7.85"
"RPS27AP1","ENSG00000242692","0.78","0.4795970070422535","1.0196078431372548","0.04","0.03","0.02","0.02"
"UBQLNL","ENSG00000175518","0.78","0.4795044921875","1.0916666666666668","0.31","0.18","0.2","0.1"
"USP32P2","ENSG00000233327","0.78","0.47189047120418853","1.0869565217391306","0.25","0.14","0.15","0.13"
"YIPF6","ENSG00000181704","0.78","0.47189047120418853","1.0627637130801686","39.3","2.75","36.92","3.5"
"ZNF441","ENSG00000197044","0.78","0.47189047120418853","1.1360089186176143","9.19","1.57","7.97","1.56"
"AC005332.2","ENSG00000267731","0.77","0.48212272727272726","1.0198019801980198","0.03","0.03","0.01","0.02"
"AC006195.1","ENSG00000238090","0.77","0.48432993527508095","1.0198019801980198","0.03","0.03","0.01","0.02"
"AC008696.1","ENSG00000225869","0.77","0.4795044921875","1.0198019801980198","0.03","0.03","0.01","0.02"
"AC092127.1","ENSG00000260417","0.77","0.48432993527508095","1.02","0.02","0.02","0","0.01"
"AC096921.2","ENSG00000261468","0.77","0.4727248995983936","1.101190476190476","0.85","0.24","0.68","0.21"
"CBLB","ENSG00000114423","0.77","0.47189047120418853","1.1763093788063337","37.63","7.7","31.84","7.69"
"CPT1B","ENSG00000205560","0.77","0.4739400477707006","1.0285714285714287","0.08","0.05","0.05","0.04"
"EYA2","ENSG00000064655","0.77","0.4795044921875","1.6205357142857142","2.63","2.48","1.24","0.92"
"FNIP2","ENSG00000052795","0.77","0.47189047120418853","1.2924457741211668","50.84","17.78","39.11","18.62"
"GAN","ENSG00000261609","0.77","0.4739400477707006","1.104","8.66","1.36","7.75","1.03"
"MDM2","ENSG00000135679","0.77","0.47189047120418853","1.2253568242640498","108.89","28.52","88.68","24.94"
"PLAG1","ENSG00000181690","0.77","0.4753498233215548","1.4491017964071857","8.68","4.14","5.68","2.69"
"SCRN1","ENSG00000136193","0.77","0.47189047120418853","1.142611364270436","244.73","37.45","214.06","40.55"
"SSH1","ENSG00000084112","0.77","0.47189047120418853","1.135104895104895","161.32","26.74","142","22.88"
"UBE2J1","ENSG00000198833","0.77","0.4610413390010627","1.0950862921842366","98.62","8.05","89.97","11.45"
"ZNF432","ENSG00000256087","0.77","0.47189047120418853","1.132183908045977","8.85","1.45","7.7","1.78"
"AC004024.1","ENSG00000257624","0.76","0.4856840519480519","1.0198019801980198","0.03","0.03","0.01","0.02"
"AC024587.1","ENSG00000248827","0.76","0.5000614735907679","1.01","0.01","0.02","0","0"
"AC068580.3","ENSG00000235027","0.76","0.5013404983108107","1.02","0.02","0.03","0","0.01"
"AC068700.1","ENSG00000260398","0.76","0.4739400477707006","1.0192307692307692","0.06","0.04","0.04","0.04"
"AC078980.1","ENSG00000242029","0.76","0.5000614735907679","1.02","0.02","0.03","0","0.01"
"AC087190.3","ENSG00000263244","0.76","0.4739400477707006","1.2056331006979062","47.37","11.98","39.12","10.7"
"AKT3","ENSG00000117020","0.76","0.4739400477707006","1.1062570817071635","86.87","11.96","78.43","9.92"
"AL158156.1","ENSG00000230188","0.76","0.5000614735907679","1.01","0.01","0.02","0","0.01"
"AL627309.2","ENSG00000239906","0.76","0.4991865919282511","1.02","0.02","0.04","0","0.01"
"C19orf84","ENSG00000262874","0.76","0.4887137721518987","1.02","0.02","0.02","0","0.01"
"CALD1","ENSG00000122786","0.76","0.47189047120418853","1.1706741530407072","1541.89","291.67","1316.95","340.54"
"DPP8","ENSG00000074603","0.76","0.47189047120418853","1.0813514114247609","47.65","3.62","43.99","5.83"
"FAM126A","ENSG00000122591","0.76","0.4739400477707006","1.1387298511406676","128.28","21.8","112.53","17.87"
"FAM43A","ENSG00000185112","0.76","0.4753498233215548","1.4149722735674677","14.31","7.73","9.82","4.11"
