"gene","ensg","cohen","pvalue","fold_change","ma","sa","mb","sb"
"KRT17P5","ENSG00000205266","-0.28","0.7972855892353323","1","0","0","0","0"
"KRT18P1","ENSG00000228666","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT18P13","ENSG00000214417","-0.28","0.7972855892353323","1","0","0","0","0"
"KRT18P21","ENSG00000250363","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT18P39","ENSG00000224791","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT18P61","ENSG00000267083","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT18P65","ENSG00000215807","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT18P68","ENSG00000213100","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT19P2","ENSG00000216306","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT41P","ENSG00000225438","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT6A","ENSG00000205420","-0.28","0.7972855892353323","1","0","0","0","0.02"
"KRT6B","ENSG00000185479","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT71","ENSG00000139648","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT82","ENSG00000161850","-0.28","0.7972855892353323","1","0","0","0","0"
"KRT8P18","ENSG00000228767","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT8P22","ENSG00000260731","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT8P28","ENSG00000223810","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRT8P42","ENSG00000220378","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRTAP19-2","ENSG00000186965","-0.28","0.7972855892353323","1","0","0","0","0"
"KRTAP19-8","ENSG00000206102","-0.28","0.7972855892353323","1","0","0","0","0"
"KRTAP4-3","ENSG00000196156","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRTAP4-4","ENSG00000171396","-0.28","0.7972855892353323","1","0","0","0","0.01"
"KRTAP5-6","ENSG00000205864","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LAMTOR5","ENSG00000134248","-0.28","0.7972855892353323","0.9247108307045215","42.97","7.62","46.55","10.67"
"LARGE-IT1","ENSG00000232081","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LBX1-AS1","ENSG00000227128","-0.28","0.7972855892353323","1","0","0","0","0"
"LCE1D","ENSG00000172155","-0.28","0.7972855892353323","1","0","0","0","0"
"LCE1E","ENSG00000186226","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LCK","ENSG00000182866","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LENEP","ENSG00000163352","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LEUTX","ENSG00000213921","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LGALS2","ENSG00000100079","-0.28","0.7972855892353323","1","0","0","0","0"
"LIFR","ENSG00000113594","-0.28","0.7972855892353323","0.944748631159781","17.98","3.09","19.09","4"
"LILRA5","ENSG00000187116","-0.28","0.7972855892353323","1","0","0","0","0"
"LILRA6","ENSG00000244482","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LILRB1","ENSG00000104972","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LIMD1-AS1","ENSG00000230530","-0.28","0.7972855892353323","0.9902912621359223","0.02","0.02","0.03","0.03"
"LINC00239","ENSG00000258512","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00276","ENSG00000230448","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00381","ENSG00000226240","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00428","ENSG00000229546","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC00434","ENSG00000227336","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC00443","ENSG00000230156","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00466","ENSG00000224209","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC00488","ENSG00000214381","-0.28","0.7972855892353323","1","0","0","0","0.02"
"LINC00534","ENSG00000253394","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00554","ENSG00000260738","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00572","ENSG00000224405","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC00626","ENSG00000225826","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00637","ENSG00000258735","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00671","ENSG00000213373","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC00682","ENSG00000245870","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00841","ENSG00000233395","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC00967","ENSG00000253138","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC00971","ENSG00000242641","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01030","ENSG00000253799","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01067","ENSG00000236053","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01250","ENSG00000234423","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01262","ENSG00000250739","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01283","ENSG00000234191","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01304","ENSG00000237401","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01344","ENSG00000228918","-0.28","0.7972855892353323","1","0","0.01","0","0.01"
"LINC01352","ENSG00000238078","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01387","ENSG00000265944","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01388","ENSG00000231808","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01402","ENSG00000228139","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01414","ENSG00000253554","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01419","ENSG00000253898","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01460","ENSG00000205334","-0.28","0.7972855892353323","0.9902912621359223","0.02","0.03","0.03","0.04"
"LINC01467","ENSG00000258977","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01489","ENSG00000255727","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01505","ENSG00000234323","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01541","ENSG00000260676","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01580","ENSG00000258785","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01586","ENSG00000249487","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01589","ENSG00000238120","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01596","ENSG00000250666","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01620","ENSG00000168746","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01634","ENSG00000235295","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01641","ENSG00000234277","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01659","ENSG00000234928","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01691","ENSG00000224857","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01707","ENSG00000223883","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01708","ENSG00000224445","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01710","ENSG00000225561","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01714","ENSG00000227634","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01755","ENSG00000233079","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01766","ENSG00000224910","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01803","ENSG00000228909","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01820","ENSG00000228100","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01821","ENSG00000225539","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01831","ENSG00000225765","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01899","ENSG00000265352","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01939","ENSG00000228799","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01950","ENSG00000251027","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01962","ENSG00000248473","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01965","ENSG00000256637","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC01978","ENSG00000262188","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01985","ENSG00000227260","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC01993","ENSG00000204277","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02010","ENSG00000242671","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02032","ENSG00000241131","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02046","ENSG00000242440","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02054","ENSG00000224153","-0.28","0.7972855892353323","1","0","0","0","0.02"
"LINC02057","ENSG00000249279","-0.28","0.7972855892353323","0.9729729729729729","0.08","0.07","0.11","0.1"
"LINC02069","ENSG00000229433","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02079","ENSG00000266013","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02101","ENSG00000248132","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02109","ENSG00000259786","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02116","ENSG00000250417","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02128","ENSG00000261241","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02134","ENSG00000260450","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02140","ENSG00000261803","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02141","ENSG00000261807","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02160","ENSG00000251443","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02169","ENSG00000259517","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02176","ENSG00000260340","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02177","ENSG00000261617","-0.28","0.7972855892353323","0.9900990099009901","0","0.01","0.01","0.01"
"LINC02200","ENSG00000250358","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02212","ENSG00000249396","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02244","ENSG00000259590","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02253","ENSG00000259485","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02282","ENSG00000257056","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02283","ENSG00000248184","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02284","ENSG00000259719","-0.28","0.7972855892353323","1","0","0","0","0.02"
"LINC02292","ENSG00000258630","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02294","ENSG00000257845","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02301","ENSG00000258743","-0.28","0.7972855892353323","1","0","0","0","0.02"
"LINC02331","ENSG00000235269","-0.28","0.7972855892353323","1","0","0.01","0","0.01"
"LINC02345","ENSG00000259225","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02366","ENSG00000256888","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02367","ENSG00000260423","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02398","ENSG00000256287","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02408","ENSG00000203585","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02419","ENSG00000256906","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02420","ENSG00000256172","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02435","ENSG00000251526","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02440","ENSG00000255618","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02444","ENSG00000258123","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02488","ENSG00000249362","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02504","ENSG00000248339","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02525","ENSG00000230269","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02539","ENSG00000234956","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02562","ENSG00000260265","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02568","ENSG00000259459","-0.28","0.7972855892353323","0.9813084112149533","0.05","0.04","0.07","0.06"
"LINC02594","ENSG00000267440","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02607","ENSG00000228971","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02611","ENSG00000226791","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02616","ENSG00000261761","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02641","ENSG00000230131","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02658","ENSG00000234973","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02670","ENSG00000224788","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02691","ENSG00000258913","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02694","ENSG00000175779","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02710","ENSG00000255269","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02715","ENSG00000254659","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02720","ENSG00000255178","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02723","ENSG00000231680","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02732","ENSG00000254416","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02771","ENSG00000224535","-0.28","0.7972855892353323","1","0","0","0","0"
"LINC02794","ENSG00000226133","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LINC02810","ENSG00000236648","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LNCPRESS1","ENSG00000232301","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LOXHD1","ENSG00000167210","-0.28","0.7972855892353323","1","0","0","0","0"
"LPP-AS1","ENSG00000224563","-0.28","0.7972855892353323","1","0","0","0","0"
"LRFN5","ENSG00000165379","-0.28","0.7972855892353323","0.9671052631578947","0.47","0.54","0.52","0.28"
"LRG1","ENSG00000171236","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LRRC7-AS1","ENSG00000237919","-0.28","0.7972855892353323","1","0","0","0","0"
"LSG1","ENSG00000041802","-0.28","0.7972855892353323","0.9684788895315212","32.49","5.47","33.58","3.8"
"LSM3P2","ENSG00000257847","-0.28","0.7972855892353323","1","0","0","0","0.01"
"LYG2","ENSG00000185674","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MACROD2-IT1","ENSG00000227927","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MAGEB6B","ENSG00000232030","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MAL2-AS1","ENSG00000253972","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MAP2K2","ENSG00000126934","-0.28","0.7972855892353323","0.9153386454183268","72.52","10.52","79.32","19.12"
"MAPK6P2","ENSG00000223488","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MARCHF11","ENSG00000183654","-0.28","0.7972855892353323","0.9902912621359223","0.02","0.03","0.03","0.06"
"MARK2P13","ENSG00000228815","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MARK2P15","ENSG00000234931","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MARK2P9","ENSG00000232709","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MARK3P3","ENSG00000243022","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MBD3L1","ENSG00000170948","-0.28","0.7972855892353323","1","0","0","0","0"
"MBD3L3","ENSG00000182315","-0.28","0.7972855892353323","1","0","0","0","0"
"MCEE","ENSG00000124370","-0.28","0.7972855892353323","0.9559032716927454","5.72","1.07","6.03","1.13"
"MED14P1","ENSG00000233774","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MEI4","ENSG00000269964","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MEMO1P4","ENSG00000230376","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MEPE","ENSG00000152595","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MESTP1","ENSG00000220884","-0.28","0.7972855892353323","0.9900990099009901","0","0.01","0.01","0.02"
"MESTP2","ENSG00000259558","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MESTP3","ENSG00000250927","-0.28","0.7972855892353323","1","0","0","0","0.01"
"METTL5","ENSG00000138382","-0.28","0.7972855892353323","0.9258361609306835","18.1","3.92","19.63","4.28"
"METTL7AP1","ENSG00000257649","-0.28","0.7972855892353323","1","0","0","0","0"
"MFSD6L","ENSG00000185156","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MGAM2","ENSG00000257743","-0.28","0.7972855892353323","1","0","0","0","0"
"MGAT4FP","ENSG00000234761","-0.28","0.7972855892353323","1","0","0","0","0"
"MIMT1","ENSG00000268654","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MINAR2","ENSG00000186367","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR103A1","ENSG00000199035","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1179","ENSG00000221630","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1185-2","ENSG00000221614","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1251","ENSG00000221479","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1256","ENSG00000221808","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR128-1","ENSG00000207654","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1296","ENSG00000221063","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1301","ENSG00000221445","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR1303","ENSG00000221552","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR1343","ENSG00000251862","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR135B","ENSG00000199059","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR147A","ENSG00000207814","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR149","ENSG00000207611","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR191","ENSG00000207605","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR194-2HG","ENSG00000229719","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR2467","ENSG00000264292","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3115","ENSG00000263793","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3150BHG","ENSG00000245080","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3158-1","ENSG00000263436","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3170","ENSG00000263399","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR320D1","ENSG00000211491","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR323A","ENSG00000199069","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR335","ENSG00000199043","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR339","ENSG00000199023","-0.28","0.7972855892353323","0.9903846153846154","0.03","0.02","0.04","0.04"
"MIR3616","ENSG00000264901","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3679","ENSG00000263813","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3680-2","ENSG00000266758","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3690","ENSG00000265658","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR3945HG","ENSG00000251230","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR411","ENSG00000199109","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4304","ENSG00000265526","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR4449","ENSG00000264585","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR4480","ENSG00000263584","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR4497","ENSG00000263510","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4506","ENSG00000265768","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4665","ENSG00000263575","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4667","ENSG00000263892","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4674","ENSG00000265181","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR4684","ENSG00000265422","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR4688","ENSG00000264102","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4714","ENSG00000264480","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4740","ENSG00000266392","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR4747","ENSG00000263409","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR4804","ENSG00000263593","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR487B","ENSG00000207754","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR499A","ENSG00000207635","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR505","ENSG00000207633","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR5189","ENSG00000263456","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR539","ENSG00000202560","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR548S","ENSG00000265056","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR549A","ENSG00000208003","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR5687","ENSG00000265135","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR582","ENSG00000202601","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR597","ENSG00000207701","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR634","ENSG00000207943","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR647","ENSG00000207554","-0.28","0.7972855892353323","0.976","0.22","0.09","0.25","0.1"
"MIR651","ENSG00000207628","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR654","ENSG00000207934","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MIR655","ENSG00000207646","-0.28","0.7972855892353323","1","0","0","0","0"
"MIR758","ENSG00000211582","-0.28","0.7972855892353323","1","0","0","0","0"
"MKI67P1","ENSG00000270499","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MNX1-AS1","ENSG00000243479","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MOCS1P1","ENSG00000260347","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MORF4L1P4","ENSG00000225133","-0.28","0.7972855892353323","1","0","0","0","0"
"MPPE1P1","ENSG00000258990","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MROH2A","ENSG00000185038","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MROH2B","ENSG00000171495","-0.28","0.7972855892353323","1","0","0","0","0"
"MRPL35P2","ENSG00000232075","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MRPS10P2","ENSG00000234325","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MS4A12","ENSG00000071203","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MT1H","ENSG00000205358","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTATP6P15","ENSG00000254931","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTATP6P24","ENSG00000262381","-0.28","0.7972855892353323","1","0","0","0","0"
"MTCO2P15","ENSG00000255417","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTCO3P39","ENSG00000268736","-0.28","0.7972855892353323","1","0","0","0","0"
"MTCYBP17","ENSG00000249247","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTCYBP33","ENSG00000263241","-0.28","0.7972855892353323","1","0","0","0","0"
"MTHFD2P6","ENSG00000249266","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND1P14","ENSG00000227225","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND1P6","ENSG00000254346","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND1P8","ENSG00000263177","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND2P13","ENSG00000263914","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND2P16","ENSG00000230818","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND2P2","ENSG00000229954","-0.28","0.7972855892353323","1","0","0","0","0.02"
"MTND2P26","ENSG00000254565","-0.28","0.7972855892353323","1","0","0","0","0"
"MTND2P32","ENSG00000254090","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND4P13","ENSG00000216713","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTND4P9","ENSG00000250050","-0.28","0.7972855892353323","0.9902912621359223","0.02","0.03","0.03","0.04"
"MTNR1B","ENSG00000134640","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTRF1LP1","ENSG00000256091","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MTRNR2L11","ENSG00000270188","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MUC4","ENSG00000145113","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MYCBPAP","ENSG00000136449","-0.28","0.7972855892353323","0.9608938547486033","0.72","0.33","0.79","0.27"
"MYOD1","ENSG00000129152","-0.28","0.7972855892353323","1","0","0","0","0.01"
"MZT1P2","ENSG00000271404","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NALCN-AS1","ENSG00000233009","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NAMPTP3","ENSG00000261053","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NAP1L1P2","ENSG00000229163","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NAV2-IT1","ENSG00000255270","-0.28","0.7972855892353323","0.9902912621359223","0.02","0.03","0.03","0.03"
"NCAPGP2","ENSG00000259749","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NCF1C","ENSG00000165178","-0.28","0.7972855892353323","1","0","0.01","0","0.01"
"NCOA4P2","ENSG00000249934","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NDUFA3P4","ENSG00000259262","-0.28","0.7972855892353323","1","0.01","0.01","0.01","0.02"
"NDUFA4","ENSG00000189043","-0.28","0.7972855892353323","0.9277526919069122","105.84","21.58","114.16","26.29"
"NDUFAF4P4","ENSG00000231378","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NDUFB4P10","ENSG00000232880","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NEDD1","ENSG00000139350","-0.28","0.7972855892353323","0.9433738511710644","30.82","3.96","32.73","7.22"
"NEK2P4","ENSG00000230450","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NEMP2","ENSG00000189362","-0.28","0.7972855892353323","0.968798751950078","5.21","1.89","5.41","0.96"
"NEXMIF","ENSG00000050030","-0.28","0.7972855892353323","0.9811320754716981","0.04","0.04","0.06","0.08"
"NFU1P2","ENSG00000233557","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NIPAL2","ENSG00000104361","-0.28","0.7972855892353323","0.932995902627139","37.71","7.58","40.49","10.75"
"NKX1-1","ENSG00000235608","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NKX2-2-AS1","ENSG00000258197","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NLRP2B","ENSG00000215174","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NLRP7","ENSG00000167634","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NMRK1","ENSG00000106733","-0.28","0.7972855892353323","0.9326530612244899","12.71","3","13.7","3.6"
"NOS2P2","ENSG00000167494","-0.28","0.7972855892353323","1","0","0","0","0.01"
"NPAP1P3","ENSG00000237740","-0.28","0.7972855892353323","1","0","0","0","0"
